,Id,Age,Sex,LikeMusic,LikeTV,LikeDrawing,LikeComputer,LikeOutSport,LikeInSport,FriendCount,LikeFriendPlay,LikeAlone,FunFamily,LikeSchool,SadSchool,TiredSchool,FedSchool,FriendTalk,Bullied,BullyOthers,ChildLeftOut
11218,M30813C,8.0,Female,I like it a lot,I like it a lot,I like it a bit,I like it a lot,I like it a lot,I like it a bit,Lots,I like it a lot,All of the time,All of the time,I like it a lot,Never,Some of the time,Never,Never,Some of the time,Never,Never
11219,M30814D,7.3,Male,I like it a lot,I like it a bit,I like it a lot,I like it a bit,I like it a lot,I like it a bit,Some,I like it a lot,Some of the time,All of the time,I like it a lot,Never,Some of the time,Some of the time,Never,Never,Never,Some of the time
11220,M30815E,7.3,Male,I like it a lot,I like it a bit,I like it a bit,I like it a lot,I like it a lot,I like it a lot,Lots,I like it a bit,Some of the time,Some of the time,I don't like it,Some of the time,Never,Some of the time,Some of the time,Some of the time,Some of the time,Some of the time
11221,M30816F,7.4,Female,I like it a lot,I like it a lot,I like it a lot,I like it a bit,I like it a lot,I like it a lot,Lots,I like it a lot,Some of the time,All of the time,I like it a lot,Some of the time,Never,Never,Never,Some of the time,Never,Never
11222,M30817G,7.4,Female,I like it a bit,I like it a lot,I like it a lot,I like it a bit,I like it a bit,I like it a bit,Some,I like it a lot,Some of the time,Some of the time,I like it a bit,Some of the time,Never,Never,Some of the time,Never,Never,Never
11223,M30819J,7.3,Male,I like it a lot,I like it a bit,I like it a bit,I like it a lot,I like it a bit,I like it a lot,Lots,I like it a lot,Never,Never,I like it a lot,Never,All of the time,All of the time,Some of the time,Never,All of the time,Never
11224,M30824F,7.4,Female,I like it a lot,I like it a lot,I like it a lot,I like it a bit,I like it a lot,I like it a bit,Some,I like it a lot,Some of the time,All of the time,I like it a bit,Some of the time,All of the time,Some of the time,Some of the time,,Never,Some of the time
11225,M30827J,7.5,Male,I like it a lot,I like it a lot,I like it a bit,I like it a lot,I like it a lot,I don't like it,Lots,I like it a lot,Some of the time,All of the time,I like it a lot,Some of the time,Never,Never,Some of the time,,Never,Never
11226,M30828K,7.5,Female,I like it a lot,I like it a lot,I like it a bit,I like it a lot,I like it a bit,I like it a lot,Some,I like it a lot,Some of the time,Some of the time,I like it a lot,Never,Some of the time,Some of the time,Some of the time,Some of the time,Some of the time,Some of the time
11227,M30836K,7.3,Male,I like it a lot,I like it a bit,I like it a lot,I like it a lot,I like it a lot,I like it a bit,Lots,I like it a lot,Never,All of the time,I like it a lot,Some of the time,All of the time,Some of the time,Never,Some of the time,Never,Never
11228,M30839N,7.1,Male,I like it a lot,I like it a lot,I like it a bit,I like it a lot,I like it a bit,I like it a bit,Lots,I like it a lot,Never,All of the time,I like it a lot,Some of the time,Some of the time,Never,Never,Some of the time,Never,All of the time
11229,M30840F,7.2,Male,I don't like it,I like it a bit,I like it a lot,I like it a bit,I like it a lot,I like it a lot,Some,I like it a lot,Never,All of the time,I like it a bit,Some of the time,Some of the time,Some of the time,Some of the time,Some of the time,Never,Some of the time
11230,M30842H,7.1,Male,I like it a lot,I like it a lot,I like it a lot,I like it a lot,I like it a lot,I like it a bit,Some,I like it a lot,Never,Some of the time,I like it a lot,Some of the time,Never,Some of the time,Some of the time,Never,Some of the time,Some of the time
11231,M30844K,7.3,Female,I like it a lot,I like it a lot,I like it a bit,I don't like it,I like it a lot,I don't like it,Lots,I like it a lot,Never,Some of the time,I like it a lot,Never,Some of the time,Never,All of the time,Never,Never,Some of the time
11232,M30847N,7.5,Male,I like it a lot,I like it a lot,I like it a bit,I like it a lot,I like it a lot,I like it a lot,Lots,I like it a lot,Some of the time,All of the time,I like it a bit,Some of the time,Some of the time,Some of the time,Some of the time,Some of the time,Some of the time,Some of the time
11233,M30848P,7.1,Male,I like it a lot,I like it a lot,I like it a lot,I like it a lot,I like it a bit,I like it a lot,Lots,I like it a lot,Never,All of the time,I like it a lot,Some of the time,Some of the time,Never,Some of the time,Some of the time,Some of the time,Some of the time
11234,M30849Q,7.6,Female,I like it a lot,I like it a lot,I like it a lot,I like it a lot,I like it a lot,I like it a bit,Some,I like it a lot,Some of the time,All of the time,I like it a lot,Some of the time,Some of the time,Some of the time,Some of the time,Never,Never,Some of the time
11235,M30850H,7.2,Female,I like it a lot,I like it a lot,I like it a bit,I like it a bit,I like it a bit,I like it a bit,Lots,I like it a lot,Some of the time,All of the time,I like it a bit,Never,Some of the time,Some of the time,Never,Never,Never,Never
11236,M30851J,7.1,Female,I like it a bit,I like it a lot,I like it a lot,I like it a lot,I like it a bit,I like it a lot,Some,I like it a lot,All of the time,All of the time,I like it a lot,Some of the time,All of the time,All of the time,All of the time,All of the time,Never,Some of the time
11237,M30852K,7.5,Male,I like it a lot,I like it a lot,I like it a lot,I like it a lot,I like it a lot,I like it a bit,Lots,I like it a lot,Never,Some of the time,I like it a lot,Never,Some of the time,Never,Some of the time,Never,Never,All of the time
11238,M30853L,7.1,Female,I like it a bit,I like it a bit,I like it a lot,I like it a lot,I like it a lot,I like it a bit,Not many,I like it a lot,Never,All of the time,I like it a bit,Some of the time,Some of the time,Some of the time,Some of the time,Never,Never,Some of the time
11239,M30854M,7.3,Male,I like it a lot,I like it a lot,I like it a lot,I like it a lot,I like it a lot,I like it a lot,Lots,I like it a lot,Some of the time,All of the time,I like it a lot,Never,Never,Never,Never,Never,Never,Some of the time
11240,M30859S,7.3,Male,I like it a lot,I like it a lot,I don't like it,I like it a lot,I like it a lot,I like it a bit,Lots,I like it a lot,All of the time,All of the time,I don't like it,Some of the time,All of the time,All of the time,Never,All of the time,Never,Never
11241,M30860K,7.3,Male,I like it a lot,I like it a lot,I like it a lot,I like it a lot,,I like it a lot,,I like it a lot,Never,All of the time,I like it a bit,Some of the time,Never,Never,Some of the time,Never,Never,Never
11242,M30861L,6.9,Male,I like it a lot,I like it a lot,I like it a lot,I like it a lot,I like it a lot,I like it a bit,Lots,I like it a lot,Some of the time,All of the time,I like it a bit,Some of the time,Never,Never,Never,Some of the time,Never,Never
11243,M30863N,7.1,Male,I like it a lot,I like it a lot,I like it a bit,I like it a lot,I like it a lot,I like it a bit,Lots,I like it a lot,Never,Some of the time,I like it a lot,Never,Never,Never,Some of the time,Some of the time,Never,Never
11244,M30864P,7.1,Female,I like it a lot,I like it a bit,I like it a lot,I like it a lot,I like it a bit,I like it a bit,Lots,I like it a lot,Some of the time,All of the time,I don't like it,Never,All of the time,Never,Never,Never,Never,Never
11245,M30866R,7.2,Male,I like it a bit,I like it a lot,I like it a bit,I like it a lot,I like it a lot,I like it a bit,Some,I like it a lot,Some of the time,All of the time,I like it a bit,Never,Some of the time,Some of the time,Some of the time,Never,Never,Some of the time
11246,M30867S,6.8,Male,I like it a lot,I like it a lot,I like it a lot,I like it a lot,I like it a lot,I like it a lot,Lots,I like it a lot,Never,All of the time,I like it a lot,Some of the time,Some of the time,Some of the time,All of the time,Some of the time,Never,Some of the time
11247,M30868T,7.3,Female,I like it a lot,I like it a lot,I like it a lot,I like it a bit,I like it a lot,I like it a lot,Lots,I like it a lot,Some of the time,All of the time,I like it a lot,Never,Never,Never,Never,Never,Never,Never
11248,M30869U,7.1,Male,I like it a lot,I like it a lot,I like it a lot,I like it a lot,I like it a lot,I like it a lot,Some,I like it a lot,Never,All of the time,I like it a lot,Some of the time,Some of the time,Some of the time,Some of the time,All of the time,Some of the time,All of the time
11249,M30870M,6.7,Female,I like it a bit,I like it a bit,I like it a lot,I like it a lot,I like it a bit,I like it a bit,Lots,I like it a lot,Some of the time,Some of the time,I like it a bit,Some of the time,Never,Never,Never,Never,Never,Some of the time
11250,M30871N,7.2,Male,I like it a bit,I like it a lot,I like it a lot,I like it a lot,I like it a bit,I like it a lot,Some,I like it a lot,All of the time,All of the time,I don't like it,Some of the time,Some of the time,All of the time,Never,All of the time,Never,Some of the time
11251,M30872P,7.1,Male,I like it a bit,I like it a lot,I like it a lot,I like it a lot,I like it a lot,I like it a lot,Lots,I like it a lot,Some of the time,Some of the time,I like it a bit,Some of the time,Some of the time,Never,All of the time,Never,Never,Some of the time
11252,M30874R,7.1,Male,I like it a lot,I like it a lot,I like it a lot,I like it a lot,I like it a lot,I like it a lot,Lots,I like it a lot,Never,All of the time,I like it a lot,Never,Never,Some of the time,All of the time,Never,Never,Never
11253,M30876T,7.2,Male,I like it a lot,I like it a lot,I like it a lot,I like it a lot,I like it a lot,I like it a lot,Some,I like it a lot,Some of the time,Some of the time,I like it a lot,Some of the time,Some of the time,Never,Never,Some of the time,Never,Some of the time
11254,M30877U,7.3,Female,I like it a lot,I like it a lot,I like it a bit,I like it a lot,I like it a lot,I like it a bit,Lots,I like it a lot,Some of the time,Some of the time,I like it a lot,Some of the time,Some of the time,Some of the time,All of the time,Some of the time,Never,Some of the time
11255,M30881Q,7.4,Male,I like it a bit,I like it a lot,I like it a bit,I like it a bit,I like it a lot,I like it a lot,Lots,I like it a lot,Never,All of the time,I like it a lot,Never,Never,Never,Some of the time,Never,Never,Never
11256,M30882R,7.0,Male,I like it a lot,I like it a bit,I like it a lot,I don't like it,I like it a lot,I like it a lot,Lots,I like it a lot,Never,Some of the time,I like it a lot,Some of the time,Some of the time,Some of the time,Never,Never,Some of the time,All of the time
11257,M30892T,7.0,Female,I like it a lot,I like it a lot,I like it a lot,I like it a lot,I like it a lot,I like it a lot,Lots,I like it a lot,All of the time,Some of the time,I like it a lot,Some of the time,Some of the time,Some of the time,Some of the time,Some of the time,Some of the time,Some of the time
11258,M30895W,7.2,Male,I like it a lot,I like it a bit,I like it a lot,I like it a bit,I like it a bit,I don't like it,Lots,I like it a lot,Some of the time,All of the time,I like it a bit,Never,All of the time,Never,Some of the time,Some of the time,Never,Some of the time
11259,M30897Y,7.3,,,,,,,,,,,,,,,,,,,
11260,M30901B,7.3,Male,I like it a bit,I like it a lot,I like it a lot,I like it a lot,I like it a lot,I like it a lot,Lots,I like it a lot,Some of the time,Some of the time,I like it a bit,Some of the time,All of the time,Some of the time,Never,Some of the time,Never,Some of the time
11261,M30903D,7.2,Male,I like it a lot,I like it a lot,I like it a bit,I like it a lot,I like it a lot,I like it a lot,Some,I like it a lot,Never,All of the time,I like it a lot,Never,Some of the time,Some of the time,Some of the time,Some of the time,Never,Some of the time
11262,M30905F,7.2,Male,I like it a lot,I like it a bit,I like it a lot,I like it a lot,I like it a lot,I like it a bit,Some,I like it a lot,Some of the time,All of the time,I like it a lot,Never,Some of the time,Never,Some of the time,Some of the time,Never,Never
11263,M30907H,7.3,Male,I like it a bit,I like it a lot,I like it a lot,I like it a lot,I like it a lot,I like it a lot,Some,I like it a lot,Some of the time,All of the time,I don't like it,Some of the time,Some of the time,Some of the time,Never,Some of the time,Never,Some of the time
11264,M30908J,7.6,Female,I like it a bit,I like it a lot,I like it a lot,I don't like it,I like it a lot,I like it a lot,Lots,I like it a lot,Some of the time,All of the time,I like it a lot,Some of the time,Some of the time,Never,Some of the time,Some of the time,Never,Some of the time
11265,M30909K,7.3,Male,I like it a lot,I like it a bit,I like it a lot,I like it a lot,I like it a lot,I like it a lot,Lots,I like it a lot,Never,All of the time,I don't like it,Never,All of the time,All of the time,Never,Never,Never,Never
11266,M30910C,7.1,Female,I like it a bit,I like it a lot,I like it a lot,I like it a lot,I like it a bit,I like it a bit,Lots,I like it a lot,Never,All of the time,I like it a lot,Some of the time,Some of the time,Never,Some of the time,Never,Never,Never
11267,M30912E,6.9,Female,I like it a bit,I like it a lot,I like it a lot,I like it a bit,I don't like it,I don't like it,Lots,I like it a lot,Some of the time,All of the time,I don't like it,Some of the time,Some of the time,All of the time,All of the time,Some of the time,Some of the time,Some of the time
11268,M30915H,7.2,Female,I like it a lot,I like it a bit,I like it a lot,I like it a bit,I like it a lot,I like it a lot,Lots,I like it a lot,Never,Some of the time,I like it a lot,Never,Never,Never,Some of the time,Never,Never,Never
11269,M30916J,6.9,Female,I like it a lot,I like it a lot,I like it a bit,I like it a bit,I like it a lot,I like it a bit,Lots,I like it a lot,Never,All of the time,I like it a bit,Never,Never,Some of the time,Never,Never,Never,Never
11270,M30917K,7.1,Female,I like it a lot,I like it a lot,I like it a lot,I like it a lot,I like it a lot,I like it a bit,Lots,I like it a lot,Some of the time,Some of the time,I like it a lot,Some of the time,Some of the time,Some of the time,Never,Some of the time,Never,Some of the time
11271,M30919M,7.1,Male,I like it a lot,I like it a lot,I like it a lot,I like it a lot,I like it a lot,I like it a lot,Lots,I like it a lot,All of the time,Never,I don't like it,All of the time,All of the time,All of the time,Some of the time,Some of the time,Some of the time,Some of the time
11272,M30920E,7.2,,,,,,,,,,,,,,,,,,,
11273,M30928N,7.3,Female,I like it a lot,I like it a bit,I like it a lot,I like it a lot,I don't like it,I like it a lot,Lots,I like it a lot,Never,All of the time,I like it a lot,Some of the time,Some of the time,Never,Never,Some of the time,Never,Never
11274,M30931H,6.9,Female,I like it a lot,I like it a lot,I like it a lot,I like it a bit,I like it a lot,I like it a bit,Lots,I like it a lot,Never,All of the time,I like it a bit,,,Never,All of the time,Never,Never,
11275,M30932J,7.7,Male,I like it a bit,I like it a bit,I like it a lot,I like it a bit,I like it a lot,I like it a lot,Lots,I like it a lot,Some of the time,All of the time,I like it a lot,Some of the time,Some of the time,Never,Some of the time,Some of the time,Never,Some of the time
11276,M30933K,7.4,Male,I like it a lot,I like it a lot,I like it a lot,I like it a lot,I like it a lot,I like it a lot,Lots,I like it a lot,Never,All of the time,I like it a lot,Never,Never,Never,Never,Never,Never,Never
11277,M30934L,7.0,Male,I like it a bit,I like it a lot,I don't like it,I like it a lot,I like it a lot,I like it a bit,Lots,I like it a lot,Never,All of the time,I don't like it,Never,Some of the time,All of the time,Some of the time,Never,Never,Never
11278,M30935M,8.0,Female,I like it a bit,I like it a lot,,I like it a lot,I like it a lot,I like it a lot,Lots,I like it a lot,Never,All of the time,I like it a bit,Some of the time,Some of the time,All of the time,All of the time,Some of the time,Never,Never
11279,M30938Q,7.0,Male,I like it a bit,I like it a lot,I like it a lot,I like it a lot,I like it a lot,I like it a bit,Lots,I like it a lot,Some of the time,Some of the time,I like it a lot,Never,Some of the time,Some of the time,Some of the time,Never,Never,Never
11280,M30939R,7.3,Female,I like it a lot,I like it a lot,I like it a lot,I like it a lot,I like it a lot,I like it a bit,Some,I like it a lot,Some of the time,All of the time,I like it a lot,Some of the time,Some of the time,All of the time,All of the time,Some of the time,Never,Some of the time
11281,M30943M,7.3,,,,,,,,,,,,,,,,,,,
11282,M30944N,7.4,Female,I like it a lot,I like it a lot,I like it a lot,I like it a lot,I like it a lot,I like it a lot,Lots,I like it a lot,Some of the time,All of the time,I like it a lot,Never,Never,Never,Never,Some of the time,Never,Never
11283,M30945P,7.0,Male,I like it a lot,I like it a lot,I like it a lot,I like it a lot,I like it a lot,I like it a bit,Lots,I like it a lot,All of the time,All of the time,I like it a lot,Some of the time,Never,Never,Never,All of the time,Never,Never
11284,M30948S,6.9,Female,I like it a lot,I like it a lot,I like it a lot,,I like it a lot,I like it a lot,Lots,I like it a lot,Some of the time,All of the time,I like it a lot,Some of the time,Some of the time,Some of the time,Some of the time,Never,Never,Some of the time
11285,M30949T,7.2,Male,I don't like it,I like it a bit,I like it a lot,I like it a lot,I like it a lot,I like it a bit,Some,I like it a lot,Never,Some of the time,I like it a bit,Some of the time,Never,Never,Never,All of the time,Never,Some of the time
11286,M30954Q,6.9,Male,I like it a bit,I like it a lot,I like it a lot,I like it a lot,I like it a lot,I like it a bit,Lots,I like it a lot,Some of the time,Some of the time,I like it a bit,Some of the time,Some of the time,Some of the time,Some of the time,Never,Never,Some of the time
11287,M30956S,7.5,Female,I like it a lot,I like it a lot,I like it a lot,I like it a lot,I like it a lot,I like it a lot,Lots,I like it a lot,Some of the time,All of the time,I like it a lot,Never,Some of the time,Some of the time,Never,Some of the time,Never,Some of the time
11288,M30958U,7.1,Female,I like it a lot,I like it a bit,I like it a lot,I like it a bit,I like it a lot,I don't like it,Some,I like it a lot,Some of the time,Some of the time,I like it a lot,Some of the time,Some of the time,Never,Some of the time,Some of the time,Some of the time,Never
11289,M30959V,7.2,Male,I like it a bit,I like it a lot,I like it a bit,I like it a lot,I like it a bit,I don't like it,Lots,I like it a lot,Never,All of the time,I like it a lot,Never,Never,Never,Some of the time,Never,Never,Never
11290,M30964S,7.5,Female,I like it a lot,I like it a lot,I like it a bit,I like it a bit,I like it a lot,I don't like it,Lots,I like it a lot,Never,All of the time,I like it a lot,Some of the time,Some of the time,Never,Never,Never,Never,Some of the time
11291,M30966U,6.7,Male,I like it a bit,I like it a lot,I like it a lot,I like it a lot,I like it a bit,I like it a lot,Some,I like it a lot,Some of the time,Some of the time,I don't like it,Never,Some of the time,Some of the time,Never,Never,Never,Some of the time
11292,M30968W,7.1,Female,I like it a lot,I like it a lot,I like it a lot,I like it a bit,I like it a bit,I like it a bit,Lots,I like it a lot,Never,Some of the time,I like it a lot,Some of the time,Never,Never,Never,Some of the time,Never,Some of the time
11293,M30969X,6.9,Male,I like it a bit,I like it a lot,I like it a bit,I like it a lot,I don't like it,I like it a bit,Some,I like it a bit,Never,Some of the time,I like it a bit,Some of the time,Some of the time,Some of the time,Some of the time,Some of the time,Some of the time,Some of the time
11294,M30975V,7.3,Female,I like it a lot,I like it a bit,I like it a lot,I like it a lot,I like it a lot,I like it a lot,Lots,I like it a lot,Never,All of the time,I like it a lot,Never,All of the time,Never,Never,All of the time,Never,Never
11295,M30976W,7.1,Female,I like it a lot,I like it a lot,I like it a bit,I like it a bit,I like it a lot,I like it a bit,Some,I like it a lot,Some of the time,All of the time,I like it a lot,Never,Some of the time,Never,Some of the time,Never,Never,Some of the time
11296,M30977X,7.2,Male,I don't like it,I like it a lot,I like it a bit,I like it a lot,I like it a bit,I like it a bit,Lots,I like it a lot,Never,Some of the time,I like it a lot,Some of the time,Some of the time,Never,Some of the time,Some of the time,Never,Some of the time
11297,M30979Z,7.2,Female,I like it a lot,I like it a lot,I like it a lot,I like it a lot,I don't like it,I like it a lot,Some,I like it a lot,Never,All of the time,I like it a lot,Never,Some of the time,Some of the time,Some of the time,Some of the time,Never,Never
11298,M30980S,7.4,Male,I like it a bit,I like it a lot,I like it a lot,I like it a lot,I like it a bit,I don't like it,Some,I like it a lot,Never,Some of the time,I like it a lot,Never,Never,Never,Never,Never,Never,Some of the time
11299,M30981T,7.7,Female,I like it a lot,I like it a lot,I like it a lot,I like it a lot,I like it a bit,I like it a bit,Lots,I like it a lot,All of the time,All of the time,I like it a lot,Some of the time,Some of the time,Some of the time,,Some of the time,Never,Some of the time
11300,M30982U,7.5,Female,I like it a lot,I like it a lot,I like it a bit,I like it a lot,I like it a bit,I don't like it,Some,I like it a bit,Never,All of the time,I like it a lot,Some of the time,Some of the time,Some of the time,Some of the time,Never,Never,Never
11301,M30983V,7.4,Female,I like it a bit,I like it a lot,I like it a lot,I like it a bit,I like it a lot,I don't like it,Some,I like it a lot,Never,All of the time,I like it a bit,Some of the time,Some of the time,Some of the time,Some of the time,Never,Never,Some of the time
11302,M30988A,7.0,Male,I like it a lot,I like it a lot,I like it a bit,I like it a bit,I like it a bit,I like it a bit,Lots,I like it a lot,Some of the time,All of the time,I like it a lot,Some of the time,Never,Some of the time,All of the time,Some of the time,Never,Never
11303,M30989B,7.2,Male,I like it a lot,I like it a bit,I like it a lot,I like it a bit,I like it a lot,I don't like it,Lots,I like it a lot,All of the time,All of the time,I like it a lot,Some of the time,Some of the time,Never,Never,Some of the time,Some of the time,Never
11304,M30990U,7.4,Female,I like it a lot,I like it a lot,I like it a lot,I like it a lot,I like it a lot,I like it a lot,Lots,I like it a lot,All of the time,All of the time,I like it a lot,Never,Never,Never,All of the time,Never,Never,Never
11305,M30991V,8.0,Female,I like it a lot,I like it a lot,I like it a bit,I don't like it,I don't like it,I like it a lot,Lots,I like it a lot,Never,Never,I don't like it,Never,All of the time,Never,Some of the time,All of the time,Never,All of the time
11306,M30993X,6.7,Female,I like it a bit,I like it a lot,I like it a lot,I like it a bit,I don't like it,I like it a lot,Not many,I like it a lot,,,I like it a bit,Some of the time,Some of the time,Some of the time,Some of the time,Some of the time,Never,Some of the time
11307,M30994Y,7.3,Female,I like it a bit,I like it a lot,I like it a lot,I like it a bit,I like it a lot,I like it a bit,Lots,I like it a lot,Never,All of the time,I like it a lot,Some of the time,Never,Some of the time,Never,Some of the time,Never,Some of the time
11308,M30995Z,7.3,Male,I like it a lot,I like it a bit,I like it a lot,I like it a lot,I like it a bit,I like it a lot,Lots,I like it a lot,Some of the time,Some of the time,I like it a lot,Some of the time,Never,Never,Some of the time,Some of the time,Never,Some of the time
11309,M30999D,6.9,Female,I like it a bit,I like it a lot,I like it a lot,I like it a lot,I don't like it,I don't like it,Not many,I like it a lot,Some of the time,All of the time,I don't like it,Some of the time,All of the time,All of the time,Some of the time,Never,Never,Never
11310,M31000B,7.1,Male,I like it a bit,I like it a lot,I like it a bit,I like it a lot,I like it a lot,I like it a lot,Lots,I like it a lot,Never,All of the time,I like it a bit,Never,All of the time,Some of the time,Some of the time,Never,Never,Some of the time
11311,M31002D,7.3,Male,I don't like it,I like it a lot,I like it a lot,I like it a lot,I like it a bit,I like it a bit,Lots,I like it a lot,Never,All of the time,I don't like it,Some of the time,All of the time,Some of the time,Some of the time,Never,Never,Never
11312,M31003E,7.2,Male,I like it a lot,I like it a bit,I like it a lot,I like it a lot,I like it a lot,I like it a bit,Lots,I like it a lot,Never,All of the time,I like it a lot,Never,Never,Never,Never,Never,Never,Never
11313,M31004F,7.5,Male,I like it a lot,I like it a bit,I like it a lot,I like it a lot,I like it a lot,I don't like it,Not many,I like it a lot,Some of the time,All of the time,I like it a bit,Never,Some of the time,Some of the time,Never,Some of the time,Never,Some of the time
11314,M31007J,7.5,Male,I like it a bit,I like it a bit,I like it a lot,I like it a bit,I like it a lot,I don't like it,Lots,I like it a lot,Never,All of the time,I like it a bit,Some of the time,Some of the time,Some of the time,Some of the time,Some of the time,,Some of the time
11315,M31011E,7.2,Male,I like it a lot,I like it a bit,I like it a lot,I like it a bit,I like it a lot,I like it a bit,Lots,I like it a lot,All of the time,All of the time,I like it a lot,Never,Some of the time,Never,Never,Never,Never,Never
11316,M31013G,7.4,Male,I like it a bit,I like it a lot,I like it a bit,I like it a lot,I like it a lot,I like it a lot,Lots,I like it a lot,Never,Some of the time,I don't like it,Some of the time,Some of the time,All of the time,Some of the time,Some of the time,Never,Some of the time
11317,M31016K,7.0,,,,,,,,,,,,,,,,,,,
11318,M31017L,7.5,Male,I like it a bit,I like it a lot,I like it a lot,I like it a lot,I like it a lot,I like it a lot,Lots,I like it a lot,Never,All of the time,I like it a bit,Some of the time,Some of the time,Some of the time,Some of the time,Some of the time,Some of the time,Some of the time
11319,M31019N,7.4,Female,I like it a bit,I like it a bit,I don't like it,I like it a bit,I like it a lot,I like it a bit,Some,I like it a lot,Never,Some of the time,I don't like it,All of the time,All of the time,Some of the time,Some of the time,Some of the time,Never,Some of the time
11320,M31021G,7.3,Female,I like it a lot,I like it a lot,I like it a lot,I like it a lot,I like it a lot,I like it a lot,Lots,I like it a lot,All of the time,Some of the time,I don't like it,Some of the time,All of the time,All of the time,Some of the time,Never,Never,Never
11321,M31025L,6.9,Male,I like it a lot,I like it a bit,I like it a lot,I like it a lot,I like it a lot,I don't like it,Lots,I like it a lot,All of the time,All of the time,I like it a lot,Never,Never,Never,Never,All of the time,Never,All of the time
11322,M31026M,8.1,,,,,,,,,,,,,,,,,,,
11323,M31029Q,6.7,Male,I like it a bit,I like it a lot,I like it a lot,I like it a lot,I don't like it,I like it a lot,Lots,I like it a lot,Never,All of the time,I like it a lot,Never,Some of the time,Never,Never,Never,Never,Never
11324,M31031J,7.0,Female,I like it a lot,I like it a lot,I like it a bit,I like it a lot,I like it a lot,I like it a bit,Lots,I like it a lot,Never,Some of the time,I like it a bit,Some of the time,Some of the time,Some of the time,Some of the time,Some of the time,Never,Some of the time
11325,M31032K,7.0,Male,I like it a bit,I like it a lot,I like it a lot,,I like it a bit,I like it a bit,Some,I like it a lot,Some of the time,All of the time,I like it a lot,Never,Never,Never,Some of the time,Never,Never,Never
11326,M31033L,7.4,Female,I like it a lot,I like it a lot,I like it a lot,I like it a lot,I like it a lot,I like it a lot,Lots,I like it a lot,Some of the time,All of the time,I like it a lot,Never,Some of the time,Never,Never,All of the time,Never,Some of the time
11327,M31034M,6.9,,,,,,,,,,,,,,,,,,,
11328,M31036P,7.0,Male,I like it a lot,I like it a lot,I like it a bit,I like it a lot,I like it a lot,I like it a lot,Lots,I like it a lot,Never,All of the time,I don't like it,Some of the time,Some of the time,Some of the time,Some of the time,Never,Some of the time,Some of the time
11329,M31037Q,7.0,Male,I like it a bit,I like it a lot,I like it a lot,I like it a lot,I like it a lot,I like it a lot,Some,I like it a lot,Never,All of the time,I like it a lot,Never,All of the time,Never,Never,Some of the time,Never,Never
11330,M31038R,7.3,Female,I don't like it,I like it a bit,I like it a lot,I like it a bit,I like it a lot,I don't like it,Some,I like it a bit,Never,All of the time,I like it a bit,Some of the time,Some of the time,Some of the time,Never,Some of the time,Never,Some of the time
11331,M31041L,7.3,Male,I like it a lot,I like it a bit,I don't like it,I like it a lot,I like it a lot,I like it a bit,Lots,I like it a lot,Never,,I don't like it,Never,All of the time,All of the time,All of the time,Never,Never,Some of the time
11332,M31042M,6.9,Female,I like it a lot,I like it a lot,I like it a lot,I like it a lot,I like it a lot,I like it a lot,Lots,I like it a lot,Some of the time,Some of the time,I like it a lot,Never,Never,Never,Never,Never,Never,Never
11333,M31045Q,7.0,Female,I like it a bit,I like it a lot,I like it a lot,I like it a lot,I like it a lot,I like it a lot,Lots,I like it a lot,Never,All of the time,I like it a lot,Some of the time,Never,Some of the time,Never,Never,Never,Never
11334,M31047S,7.4,Female,I like it a lot,I like it a bit,I like it a lot,I like it a lot,I like it a lot,I like it a lot,Some,I like it a lot,Some of the time,Some of the time,I like it a lot,Some of the time,Some of the time,All of the time,Never,All of the time,Never,All of the time
11335,M31048T,7.5,Female,I like it a lot,I like it a lot,I like it a lot,I like it a lot,I like it a lot,I don't like it,Some,I like it a lot,All of the time,Some of the time,I like it a lot,Some of the time,Never,Never,Some of the time,Some of the time,Never,Never
11336,M31049U,7.4,Female,I don't like it,I like it a lot,I like it a lot,I don't like it,I like it a lot,I like it a lot,Not many,I like it a lot,Never,Some of the time,I like it a lot,Never,Never,Never,Never,Never,Never,Some of the time
11337,M31052P,7.0,Male,I like it a lot,I like it a bit,I like it a lot,I like it a lot,I like it a lot,I like it a lot,Some,I like it a lot,Never,All of the time,I like it a lot,Some of the time,Some of the time,Never,Never,Never,Never,Never
11338,M31053Q,7.3,Female,I like it a bit,I like it a lot,I like it a lot,I like it a lot,I don't like it,I like it a bit,Lots,I like it a lot,Never,All of the time,I don't like it,Never,Some of the time,Never,Never,All of the time,Never,Some of the time
11339,M31054R,7.4,Female,I like it a bit,I don't like it,I like it a lot,I like it a lot,I like it a lot,I like it a bit,Lots,I like it a lot,Some of the time,All of the time,I like it a lot,Some of the time,Never,Never,Some of the time,Never,Never,Never
11340,M31055S,7.6,Male,I like it a lot,I like it a bit,I like it a lot,I like it a bit,I like it a lot,I like it a bit,Lots,I like it a lot,Some of the time,All of the time,I like it a lot,Never,Some of the time,Some of the time,Some of the time,Some of the time,Never,Some of the time
11341,M31056T,7.3,Female,I like it a bit,I like it a bit,I like it a lot,I like it a bit,I like it a lot,I like it a bit,Lots,I like it a lot,Never,All of the time,I like it a lot,Never,Never,Never,Never,Some of the time,Never,Never
11342,M31058V,7.5,Female,I like it a bit,I like it a bit,I like it a lot,I like it a lot,I like it a lot,I like it a lot,Not many,I like it a lot,Never,Some of the time,I like it a bit,Some of the time,Some of the time,All of the time,Some of the time,Some of the time,Never,Some of the time
